id_client;sexe;tranche_age;enfant_conduite_accompagne;nombre_enfants;tranche_revenus;tranche_valeur_RP;formation;usage_vehicule;type_vehicule;vehicule_est_rouge;tranche nbr_pts-perdus;tranche_age_vehicule;type_conduite;date_demande_mois_année;etat_dossier;formule;tarif_devis
1128;F;0-18;FAUX;0;50000-75000;200000-250000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
1129;M;0-18;FAUX;0;100000-125000;300000-350000;Bachelors;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1130;F;0-18;FAUX;0;50000-75000;250000-300000;<High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1131;F;54-72;FAUX;0;150000-175000;350000-400000;PhD;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1132;F;18-36;FAUX;0;0-25000;N/C;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1133;F;36-54;FAUX;2;50000-75000;200000-250000;Bachelors;Private;Minivan;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1134;F;72-90;FAUX;0;25000-50000;100000-150000;High School;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
1135;M;18-36;FAUX;1;50000-75000;150000-200000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1136;F;72-90;FAUX;1;25000-50000;100000-150000;PhD;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1137;F;54-72;FAUX;0;25000-50000;150000-200000;Masters;Private;SUV;FAUX;3-6 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
1138;F;0-18;FAUX;0;0-25000;0-50000;Bachelors;Private;Sports Car;FAUX;9-12 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1139;F;36-54;FAUX;0;25000-50000;0-50000;High School;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1140;M;0-18;FAUX;0;25000-50000;150000-200000;<High School;Private;Pickup;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1141;M;54-72;VRAI;2;0-25000;50000-100000;Bachelors;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
1142;F;54-72;FAUX;0;0-25000;100000-150000;<High School;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_express;A
1143;F;54-72;FAUX;0;100000-125000;300000-350000;PhD;Private;Pickup;VRAI;3-6 pts;20-25 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1144;F;72-90;VRAI;3;75000-100000;200000-250000;Bachelors;Commercial;Panel Truck;FAUX;0-3 pts;N/C;Highly Rural/ Rural;mai-22;complet;dev_integral;A
1145;M;54-72;FAUX;1;0-25000;N/C;<High School;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1146;M;36-54;FAUX;0;75000-100000;0-50000;PhD;Private;Minivan;VRAI;3-6 pts;20-25 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1147;M;72-90;FAUX;2;50000-75000;0-50000;<High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1148;F;72-90;FAUX;0;25000-50000;150000-200000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
1149;F;0-18;FAUX;0;50000-75000;150000-200000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
1150;M;54-72;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Minivan;FAUX;6-9 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1151;M;54-72;VRAI;1;0-25000;100000-150000;High School;Commercial;Pickup;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
1152;M;54-72;FAUX;0;100000-125000;0-50000;Masters;Commercial;Panel Truck;VRAI;3-6 pts;20-25 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1153;M;72-90;FAUX;0;0-25000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
1154;F;54-72;FAUX;0;125000-150000;300000-350000;Masters;Private;Minivan;VRAI;0-3 pts;20-25 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
1155;M;0-18;FAUX;0;25000-50000;100000-150000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
1156;F;54-72;FAUX;0;50000-75000;200000-250000;High School;Private;Minivan;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1157;F;72-90;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Van;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
1158;M;72-90;VRAI;0;25000-50000;0-50000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
